Days since 2019 January 1,Cents per litre (CAN$?)
-181.000000,138.300000
-180.000000,136.000000
-179.000000,136.000000
-176.000000,135.500000
-175.000000,135.500000
-174.000000,137.300000
-173.000000,136.900000
-172.000000,133.700000
-169.000000,135.100000
-168.000000,135.500000
-167.000000,132.300000
-166.000000,133.200000
-165.000000,134.400000
-162.000000,135.000000
-161.000000,135.200000
-160.000000,135.400000
-159.000000,135.300000
-158.000000,135.600000
-155.000000,138.000000
-154.000000,137.800000
-153.000000,136.900000
-152.000000,136.400000
-151.000000,134.300000
-148.000000,134.300000
-147.000000,135.700000
-146.000000,135.600000
-145.000000,136.600000
-144.000000,134.200000
-141.000000,135.200000
-140.000000,135.400000
-139.000000,134.200000
-138.000000,135.100000
-137.000000,131.400000
-134.000000,131.000000
-133.000000,130.500000
-132.000000,132.300000
-131.000000,132.300000
-130.000000,134.600000
-127.000000,134.200000
-126.000000,134.200000
-125.000000,134.600000
-124.000000,132.700000
-123.000000,133.800000
-120.000000,133.800000
-119.000000,134.800000
-118.000000,135.100000
-117.000000,136.900000
-116.000000,135.000000
-113.000000,133.700000
-112.000000,133.100000
-111.000000,130.500000
-110.000000,131.000000
-109.000000,130.500000
-106.000000,129.500000
-105.000000,130.100000
-104.000000,125.700000
-103.000000,126.400000
-102.000000,126.000000
-99.000000,126.000000
-98.000000,126.400000
-97.000000,128.300000
-96.000000,127.500000
-95.000000,128.200000
-92.000000,129.200000
-91.000000,129.000000
-90.000000,130.100000
-89.000000,130.100000
-88.000000,131.000000
-85.000000,131.000000
-84.000000,129.900000
-83.000000,129.100000
-82.000000,129.200000
-81.000000,127.300000
-78.000000,122.600000
-77.000000,124.200000
-76.000000,124.700000
-75.000000,125.300000
-74.000000,123.800000
-71.000000,123.900000
-70.000000,123.300000
-69.000000,123.100000
-68.000000,119.000000
-67.000000,117.800000
-64.000000,118.300000
-63.000000,119.200000
-62.000000,119.300000
-61.000000,119.300000
-60.000000,118.200000
-57.000000,116.700000
-56.000000,117.000000
-55.000000,115.700000
-54.000000,116.000000
-53.000000,114.700000
-50.000000,114.400000
-49.000000,114.400000
-48.000000,115.300000
-47.000000,111.500000
-46.000000,111.100000
-43.000000,112.300000
-42.000000,111.300000
-41.000000,111.800000
-40.000000,109.600000
-39.000000,110.000000
-36.000000,105.000000
-35.000000,105.400000
-34.000000,106.600000
-33.000000,106.000000
-32.000000,104.900000
-29.000000,107.000000
-28.000000,106.100000
-27.000000,106.900000
-26.000000,107.100000
-25.000000,108.600000
-22.000000,109.300000
-21.000000,108.800000
-20.000000,107.500000
-19.000000,106.900000
-18.000000,106.400000
-15.000000,106.300000
-14.000000,106.300000
-13.000000,104.900000
-12.000000,104.000000
-11.000000,104.900000
-8.000000,103.000000
-7.000000,103.000000
-6.000000,103.000000
-5.000000,102.900000
-4.000000,103.300000
-1.000000,103.300000
0.000000,103.300000
1.000000,102.800000
2.000000,102.800000
3.000000,102.800000
6.000000,103.700000
7.000000,104.100000
8.000000,103.200000
9.000000,102.400000
10.000000,104.800000
13.000000,104.500000
14.000000,103.900000
15.000000,102.300000
16.000000,103.900000
17.000000,104.400000
20.000000,104.900000
21.000000,105.000000
22.000000,103.900000
23.000000,101.000000
24.000000,99.600000
27.000000,99.500000
28.000000,100.000000
29.000000,98.400000
30.000000,99.500000
31.000000,99.300000
34.000000,98.400000
35.000000,96.800000
36.000000,97.600000
37.000000,96.800000
38.000000,98.100000
41.000000,98.200000
42.000000,97.900000
43.000000,97.200000
44.000000,97.300000
45.000000,103.700000
48.000000,103.700000
49.000000,109.200000
50.000000,108.600000
51.000000,107.900000
52.000000,109.000000
55.000000,109.300000
56.000000,109.700000
57.000000,107.600000
58.000000,108.500000
59.000000,109.900000
62.000000,110.100000
63.000000,110.000000
64.000000,111.500000
65.000000,112.200000
66.000000,112.900000
69.000000,114.400000
70.000000,114.500000
71.000000,115.000000
72.000000,117.100000
73.000000,118.000000
76.000000,118.400000
77.000000,118.400000
78.000000,118.800000
79.000000,119.800000
80.000000,121.700000
83.000000,120.100000
84.000000,119.900000
85.000000,121.200000
86.000000,121.200000
87.000000,118.900000
90.000000,123.000000
91.000000,123.800000
92.000000,122.200000
93.000000,123.200000
94.000000,124.500000
97.000000,125.500000
98.000000,125.000000
99.000000,124.500000
100.000000,124.000000
101.000000,125.700000
104.000000,124.900000
105.000000,125.000000
106.000000,128.000000
107.000000,128.900000
108.000000,128.900000
111.000000,130.300000
112.000000,131.000000
113.000000,132.600000
114.000000,133.200000
115.000000,133.200000
118.000000,132.700000
119.000000,132.600000
120.000000,130.300000
121.000000,132.200000
122.000000,132.000000
125.000000,129.700000
126.000000,129.700000
127.000000,127.800000
128.000000,126.900000
129.000000,127.500000
132.000000,127.700000
133.000000,127.600000
134.000000,126.800000
135.000000,127.600000
136.000000,128.900000
139.000000,128.900000
140.000000,129.800000
141.000000,129.800000
142.000000,129.100000
143.000000,127.800000
146.000000,124.700000
147.000000,124.700000
148.000000,124.700000
149.000000,125.700000
150.000000,125.700000
153.000000,119.700000
154.000000,120.200000
155.000000,118.400000
156.000000,116.800000
157.000000,116.200000
160.000000,116.800000
161.000000,116.800000
162.000000,116.800000
163.000000,117.800000
164.000000,116.200000
167.000000,117.900000
168.000000,117.800000
169.000000,117.200000
170.000000,118.600000
171.000000,119.500000
174.000000,124.000000
175.000000,123.500000
176.000000,122.800000
177.000000,124.000000
178.000000,126.200000
182.000000,125.800000
183.000000,125.500000
184.000000,124.500000
185.000000,126.800000
188.000000,127.000000
189.000000,127.000000
190.000000,126.800000
191.000000,126.700000
192.000000,129.600000
195.000000,128.600000
196.000000,128.900000
197.000000,126.900000
198.000000,125.800000
199.000000,124.800000
202.000000,123.700000
203.000000,123.200000
204.000000,122.900000
205.000000,124.000000
206.000000,124.100000
209.000000,125.700000
210.000000,125.200000
211.000000,124.800000
212.000000,125.200000
213.000000,125.400000
216.000000,125.400000
217.000000,123.800000
218.000000,123.800000
219.000000,118.400000
220.000000,116.000000
223.000000,118.000000
224.000000,118.000000
225.000000,118.100000
226.000000,119.100000
227.000000,117.900000
230.000000,117.600000
231.000000,117.700000
232.000000,117.700000
233.000000,118.200000
234.000000,118.200000
237.000000,116.700000
238.000000,116.700000
239.000000,114.700000
240.000000,116.000000
241.000000,118.500000
244.000000,118.500000
245.000000,115.900000
246.000000,115.900000
247.000000,113.800000
248.000000,114.400000
251.000000,116.700000
252.000000,117.800000
253.000000,116.900000
254.000000,117.600000
255.000000,116.700000
